severity_100,logDensity_100,severity_300,logDensity_300,severity_1000,logDensity_1000,count_100,count_300,count_1000,uid,DateTime
3.7857142857142856,14.616828175326384,3.8421052631578947,14.783837677388073,3.8421052631578947,14.783837677388073,14,19,19,abcx,2022-12-27 16:14:33.910241+00:00
3.9017094017094016,15.002840095976193,3.916565900846433,14.972805647761456,3.8528476438276957,14.818412218291751,1404,3308,3459,abdc,2022-12-27 16:14:33.910241+00:00
1.5555555555555556,9.672157166798238,1.3442622950819672,8.470923792111622,2.3182527301092044,11.217132209819498,18,61,641,abdk,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,1.5436163318211276,9.270826057396047,1.586624481780493,9.310330017478329,0,7715,9166,abdw,2022-12-27 16:14:33.910241+00:00
1.5089538171536288,9.121901538489112,1.5089538171536288,9.121901538489112,1.5005652911249294,9.04071417876668,3183,3183,3538,abei,2022-12-27 16:14:33.910241+00:00
1.5447983014861997,9.267374952725653,1.5452744765138653,9.26870605417891,1.581798866855524,9.277237214622524,7065,7068,8472,aben,2022-12-27 16:14:33.910241+00:00
4.0,15.569584127773432,3.8593424885559715,14.823574613617684,3.815671641791045,14.731378473498854,143,2403,2680,abeu,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.9846153846153847,15.209462342944347,3.870967741935484,14.945566907000714,0,65,341,abhd,2022-12-27 16:14:33.910241+00:00
1.4720314033366044,9.030800587806342,1.4720314033366044,9.030800587806342,1.453437771975631,8.879218171627599,1019,1019,1149,abin,2022-12-27 16:14:33.910241+00:00
2.0,11.156032003710632,2.6315789473684212,11.983777615299427,1.582191780821918,8.310151070223315,1,19,146,abit,2022-12-27 16:14:33.910241+00:00
1.5068119891008174,8.76881187490398,1.5966850828729282,8.765285240547188,1.5815351583467525,9.238012835040537,367,543,9315,abjj,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.89410348977136,14.96898942310833,3.880528723945094,14.872917109438758,0,831,1967,abjq,2022-12-27 16:14:33.910241+00:00
3.912087912087912,15.10120359329488,3.9076539101497505,14.990087648612077,3.9087921117502056,14.997584180884008,364,1202,1217,abjr,2022-12-27 16:14:33.910241+00:00
3.8230769230769233,14.779026419528785,3.8491620111731844,14.83853529678737,3.8491620111731844,14.83853529678737,130,179,179,abjx,2022-12-27 16:14:33.910241+00:00
2.1627906976744184,10.893515171542312,1.8918918918918919,9.550077832297946,1.5441317556763672,9.124628039627462,43,185,6254,abka,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.8959016393442623,14.863194882530772,3.911888111888112,14.95510945066175,0,1220,1430,abkx,2022-12-27 16:14:33.910241+00:00
1.443823080833757,8.97689686621958,1.443823080833757,8.97689686621958,1.4363057324840764,8.879101767992422,1967,1967,2198,abmo,2022-12-27 16:14:33.910241+00:00
1.0,6.386527233158031,1.109452736318408,6.854625779973082,1.6354933726067746,8.842226288920074,110,201,1358,aboc,2022-12-27 16:14:33.910241+00:00
1.5139557266602501,9.136015600480073,1.5139557266602501,9.136015600480073,1.5063547082611208,9.060781007217129,3117,3117,3462,abqi,2022-12-27 16:14:33.910241+00:00
3.8946444249341527,14.891204145838456,3.910948905109489,14.968148659414252,3.910948905109489,14.968148659414252,1139,1370,1370,abqw,2022-12-27 16:14:33.910241+00:00
1.498371335504886,8.713559488223922,1.5108695652173914,8.736479930392138,1.5803963091816668,9.243326690363558,307,368,6611,abrn,2022-12-27 16:14:33.910241+00:00
1.4255734504636408,8.794337775564628,1.510667396061269,9.130232102933348,1.5027120315581854,9.043426121916534,2049,3656,4056,absk,2022-12-27 16:14:33.910241+00:00
1.1333333333333333,6.332836846062336,1.105263157894737,6.202405321226568,1.3699551569506727,8.552211496471578,15,19,446,absl,2022-12-27 16:14:33.910241+00:00
1.5220093215950286,9.166671344702662,1.5220093215950286,9.166671344702662,1.517313991576977,9.093660986428025,3862,3862,4274,abso,2022-12-27 16:14:33.910241+00:00
3.909937888198758,15.11391691475633,3.901470588235294,15.065181022223241,3.9024745269286756,15.070136162690256,322,680,687,absx,2022-12-27 16:14:33.910241+00:00
1.0,6.201108904368261,1.0,6.296155468450062,1.2934426229508196,7.630198393421184,35,104,610,abua,2022-12-27 16:14:33.910241+00:00
3.917654398003743,15.041862850986709,3.9164619164619165,14.971640270091784,3.843530591775326,14.794753540794218,1603,2849,2991,abui,2022-12-27 16:14:33.910241+00:00
1.4074074074074074,8.84961678100832,1.4035087719298245,8.38328586265405,1.492658544204936,8.992224522925767,108,228,3201,abvn,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,-1.0,-1.0,2.1887072808320953,10.709259853394585,0,0,673,abvy,2022-12-27 16:14:33.910241+00:00
1.0,6.309943025364943,1.0,6.434667230148879,1.5178189593727727,9.04851209068366,71,143,5612,abwl,2022-12-27 16:14:33.910241+00:00
3.899886877828054,14.854377229507634,3.914772727272727,14.978493401147492,3.825698757763975,14.757016983250407,1768,2464,2576,abxl,2022-12-27 16:14:33.910241+00:00
1.5480240774666318,9.286272800892984,1.5440528634361232,9.272009496884726,1.5897626112759644,9.290469164300179,7642,7718,9436,abzb,2022-12-27 16:14:33.910241+00:00
2.4676409185803756,11.631084781937433,2.488721804511278,11.663647564884856,2.2219451371571073,10.699665744743395,479,665,1203,abzk,2022-12-27 16:14:33.910241+00:00
1.4585987261146496,9.024136164543187,1.4585987261146496,9.024136164543187,1.4481500781657113,8.945662608368702,1727,1727,1919,abzw,2022-12-27 16:14:33.910241+00:00
4.0,15.513588037650628,3.895348837209302,14.930894506339408,3.820521987844119,14.745806694798597,252,2666,2797,acbt,2022-12-27 16:14:33.910241+00:00
1.5083832335329341,9.115368428162077,1.5083832335329341,9.115368428162077,1.5001348799568384,9.035324494533022,3340,3340,3707,accd,2022-12-27 16:14:33.910241+00:00
1.544088830829523,9.228050113396344,1.544088830829523,9.228050113396344,1.5450819672131149,9.175385756282694,4593,4593,5124,acck,2022-12-27 16:14:33.910241+00:00
3.875,14.888611812043733,3.9026345933562427,15.04166137929804,3.9037372593431483,15.047610960289937,688,873,883,acdj,2022-12-27 16:14:33.910241+00:00
3.914584543869843,15.05433923872392,3.916565900846433,14.972805647761456,3.853256150506512,14.819554527397976,1721,3308,3455,acex,2022-12-27 16:14:33.910241+00:00
1.5409469367466135,9.270380457349889,1.539403686749969,9.265017703734989,1.586710217413494,9.290411178609197,8047,8083,9797,acgm,2022-12-27 16:14:33.910241+00:00
1.4543795620437956,8.978212633706491,1.4543795620437956,8.978212633706491,1.4381107491856677,8.842429969329457,1096,1096,1228,acgx,2022-12-27 16:14:33.910241+00:00
3.9097519247219847,14.90410642745698,3.9181266846361185,14.973598111923248,3.8476374156219864,14.802852933273844,2338,2968,3111,acix,2022-12-27 16:14:33.910241+00:00
4.0,15.535423182996475,3.894813378574891,14.907941231351234,3.8413524057217163,14.793361441289825,139,2063,2307,acje,2022-12-27 16:14:33.910241+00:00
1.5262978142076502,9.1867616855512,1.5262978142076502,9.1867616855512,1.517114914425428,9.105070805809676,2928,2928,3272,ackq,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,2.3333333333333335,10.952215058476986,1.5640625,8.365589097898328,0,3,640,ackx,2022-12-27 16:14:33.910241+00:00
1.7534246575342465,9.400950604162723,2.060796645702306,9.758474553445296,1.587696461286279,9.288219525234686,219,477,10371,aclb,2022-12-27 16:14:33.910241+00:00
1.5416205582195992,9.271595163494755,1.5419124877089478,9.272382497301402,1.5932444806185777,9.313997488798307,8133,8136,9829,acld,2022-12-27 16:14:33.910241+00:00
1.0,6.337614199843893,1.0,6.337614199843893,1.310880829015544,7.596473391519433,89,89,193,aclj,2022-12-27 16:14:33.910241+00:00
3.85,14.79328684677393,3.7857142857142856,14.657383206931348,3.7857142857142856,14.657383206931348,20,28,28,acmt,2022-12-27 16:14:33.910241+00:00
1.4411764705882353,8.960820612577443,1.4411764705882353,8.960820612577443,1.4354066985645932,8.880727837646315,2074,2074,2299,acoa,2022-12-27 16:14:33.910241+00:00
1.451685393258427,9.005281027577448,1.451685393258427,9.005281027577448,1.4404040404040404,8.917161501758894,1780,1780,1980,acoz,2022-12-27 16:14:33.910241+00:00
1.4797086368366286,9.044745774596828,1.4797086368366286,9.044745774596828,1.4567000911577028,8.86542651004213,961,961,1097,acpf,2022-12-27 16:14:33.910241+00:00
2.641025641025641,11.775127295868138,2.576112412177986,11.846125736153619,2.380952380952381,11.168336481449149,39,854,1344,acpk,2022-12-27 16:14:33.910241+00:00
1.5444342647732479,9.22145516656068,1.5444342647732479,9.22145516656068,1.5458649702442027,9.17358123938134,4366,4366,4873,acqg,2022-12-27 16:14:33.910241+00:00
1.1911764705882353,8.053342441429916,1.1911764705882353,8.053342441429916,1.1688311688311688,7.762707357480236,68,68,77,acqj,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.9090009891196833,15.044112430905729,3.8502587322121604,14.807144111871606,0,1011,3092,acqu,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,1.3929961089494163,8.35792798075742,1.5152245345016429,9.045970407528392,0,257,4565,acta,2022-12-27 16:14:33.910241+00:00
1.4881656804733727,8.682611971974097,1.5326086956521738,8.70987673774827,1.5719039695745187,9.21609886153187,338,460,8414,actk,2022-12-27 16:14:33.910241+00:00
1.7543859649122806,9.44088343089378,2.0,10.158486499457013,1.5557553956834533,9.203393839652286,57,121,6116,actm,2022-12-27 16:14:33.910241+00:00
3.9173486088379708,15.100223865962288,3.9196900317013035,14.979508612192888,3.8528123947457056,14.816286749256351,1222,2839,2969,actx,2022-12-27 16:14:33.910241+00:00
2.0,10.531248195556335,2.0625,10.970929704358023,3.15748031496063,13.20523083859855,3,32,762,acuf,2022-12-27 16:14:33.910241+00:00
3.1666666666666665,12.884071004985577,2.3504464285714284,11.214623353178524,1.5899589577169038,9.259113094745725,6,448,10477,acwc,2022-12-27 16:14:33.910241+00:00
1.548316672411812,9.29336438857912,1.5488687263121625,9.294756392222729,1.6052087250846183,9.334302554715276,8703,8707,10636,acwk,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.791044776119403,14.570895241241907,3.7886178861788617,14.657914839974394,0,67,123,acwm,2022-12-27 16:14:33.910241+00:00
3.883720930232558,14.983943569177603,3.903899721448468,15.068544802722379,3.9048275862068964,15.073207747601474,430,718,725,acwx,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,2.25,11.089728515053164,1.6195190947666196,8.490937067011657,0,4,707,acwy,2022-12-27 16:14:33.910241+00:00
3.888663967611336,15.012244490084797,3.9033112582781455,15.068983283698831,3.9043250327653998,15.0740332051828,494,755,763,acxn,2022-12-27 16:14:33.910241+00:00
1.542842350504789,9.268037689528429,1.5432194616977226,9.268910796532328,1.594291212315587,9.312929920366557,7726,7728,9354,acyg,2022-12-27 16:14:33.910241+00:00
1.0,5.834198720455762,1.0,5.834198720455762,1.1481481481481481,6.390477053426567,48,48,81,acyi,2022-12-27 16:14:33.910241+00:00
1.5479858495948875,9.292818954264584,1.548317170564746,9.293583108103338,1.6058305211848518,9.341033180478151,8763,8765,10668,acyk,2022-12-27 16:14:33.910241+00:00
1.5577137398503422,9.290233376752902,1.558172847365908,9.291300220545946,1.5951035781544256,9.322265741492593,6281,6283,7434,acyl,2022-12-27 16:14:33.910241+00:00
1.5447983014861997,9.267374952725653,1.5451329937747595,9.268283046738556,1.5839251893939394,9.287300904356517,7065,7068,8448,aczv,2022-12-27 16:14:33.910241+00:00
1.5191946308724833,9.155756853277598,1.5191946308724833,9.155756853277598,1.51215953307393,9.077596753764778,3725,3725,4112,aczx,2022-12-27 16:14:33.910241+00:00
1.0,6.210892649345181,1.1573033707865168,6.761761326116371,1.5918367346938775,8.684347451109833,36,89,833,adau,2022-12-27 16:14:33.910241+00:00
2.0,11.146777219239015,1.8838383838383839,9.450925272814679,1.5786723163841807,9.216878622045028,1,198,7080,addj,2022-12-27 16:14:33.910241+00:00
1.5083832335329341,9.115368428162077,1.5083832335329341,9.115368428162077,1.5001348799568384,9.034988800330133,3340,3340,3707,adef,2022-12-27 16:14:33.910241+00:00
1.4853603603603605,9.05087894045698,1.4853603603603605,9.05087894045698,1.46772591857001,8.91027995673584,888,888,1007,adfl,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.8278688524590163,14.765644646230806,3.870206489675516,14.941285574182496,0,244,339,adgs,2022-12-27 16:14:33.910241+00:00
1.5510752688172043,9.275997326104243,1.5514255859083446,9.27695157918128,1.592991239048811,9.311452728254274,6696,6699,7990,adhj,2022-12-27 16:14:33.910241+00:00
3.9130434782608696,15.37194137174465,3.644186046511628,14.445983909342086,3.841198078553264,14.789677454393765,46,430,3539,adjx,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,1.0,6.456595236707998,1.2807570977917981,7.643624724990143,0,63,634,admd,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,1.3539823008849559,7.450467921998997,2.200956937799043,10.60960821691342,0,113,1045,admk,2022-12-27 16:14:33.910241+00:00
1.5569861707200763,9.289318904058417,1.55735621226565,9.29032821079963,1.5946959549959818,9.32026229619113,6291,6294,7466,admo,2022-12-27 16:14:33.910241+00:00
1.544088830829523,9.228050113396344,1.544088830829523,9.228050113396344,1.5450819672131149,9.175385756282694,4593,4593,5124,adow,2022-12-27 16:14:33.910241+00:00
1.4754371357202332,9.043313499960494,1.4754371357202332,9.043313499960494,1.472263868065967,8.970426987392305,2402,2402,2668,adqc,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,1.4174757281553398,8.465423667431281,1.572772476817632,9.223024481340335,0,412,7441,adra,2022-12-27 16:14:33.910241+00:00
1.5638278878771648,9.306785762990566,1.564418272662384,9.308443506145604,1.600453172205438,9.334052376407644,5601,5604,6620,adsv,2022-12-27 16:14:33.910241+00:00
1.5403141361256545,9.224708290204438,1.5403141361256545,9.224708290204438,1.5416509611760272,9.174184796473671,4775,4775,5306,adtv,2022-12-27 16:14:33.910241+00:00
1.5484487887802805,9.295614258387296,1.5488050982474775,9.296604540612961,1.61537128498397,9.365740702236936,9412,9415,11541,adtx,2022-12-27 16:14:33.910241+00:00
1.5220093215950286,9.166671344702662,1.5220093215950286,9.166671344702662,1.516468114926419,9.088680169296556,3862,3862,4281,aduy,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,-1.0,-1.0,1.0,5.691524625968138,0,0,52,advr,2022-12-27 16:14:33.910241+00:00
1.514253773057574,9.137080784352404,1.514253773057574,9.137080784352404,1.5068216270843862,9.057986935150426,3578,3578,3958,adwf,2022-12-27 16:14:33.910241+00:00
2.272,11.152457310216287,2.1845238095238093,10.6684909448319,1.5896306945817233,9.252362347446036,125,504,11129,adwg,2022-12-27 16:14:33.910241+00:00
1.4696707105719238,9.021509690809987,1.4696707105719238,9.021509690809987,1.453416149068323,8.885030388048252,577,577,644,adwl,2022-12-27 16:14:33.910241+00:00
2.208092485549133,10.90990716151042,2.0737327188940093,10.254576102783425,1.5741987340500352,9.211995108377026,173,434,9953,adxk,2022-12-27 16:14:33.910241+00:00
3.8865248226950353,14.856565011365468,3.912009512485137,14.934610044437104,3.9127872716558634,14.940476540511096,1128,1682,1697,adxl,2022-12-27 16:14:33.910241+00:00
1.4949748743718594,8.74298636379973,1.6857610474631752,8.997227636138417,1.5925256751616583,9.274105004561884,398,611,10516,adxo,2022-12-27 16:14:33.910241+00:00
1.4543795620437956,8.978212633706491,1.4543795620437956,8.978212633706491,1.4381107491856677,8.842429969329457,1096,1096,1228,adzg,2022-12-27 16:14:33.910241+00:00
1.5459167117360735,9.290724298817484,1.546073977936405,9.291147123677632,1.6089584073942411,9.355209879240412,9245,9246,11252,aeaj,2022-12-27 16:14:33.910241+00:00
1.4530434782608697,8.986050530971266,1.4530434782608697,8.986050530971266,1.436532507739938,8.85507460246883,1150,1150,1292,aeap,2022-12-27 16:14:33.910241+00:00
1.45740498034076,8.997664240272298,1.45740498034076,8.997664240272298,1.454366640440598,8.92679340145532,2289,2289,2542,aebg,2022-12-27 16:14:33.910241+00:00
3.914705882352941,15.101788947753041,3.909423604757548,15.005648259513102,3.910649819494585,15.013671608440378,340,1093,1108,aecj,2022-12-27 16:14:33.910241+00:00
3.925213675213675,14.919014865618207,3.914772727272727,14.978493401147492,3.824602250679084,14.754571637595504,1404,2464,2577,aeco,2022-12-27 16:14:33.910241+00:00
1.548383262006657,9.293862579965184,1.548663101604278,9.294615871183423,1.6073201596417794,9.348033751483575,8412,8415,10273,aecy,2022-12-27 16:14:33.910241+00:00
3.9014814814814813,14.877759300727032,3.911862160371107,14.941980303678784,3.9127296587926508,14.948440205220079,1350,1509,1524,aedy,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,1.545136612021858,9.28932408569492,1.5939405135784224,9.331287200864008,0,9150,10826,aeea,2022-12-27 16:14:33.910241+00:00
1.5369389813414018,9.253787041781797,1.5371234085465777,9.254330235892239,1.5871310877046616,9.293635831479888,7932,7933,9589,aefb,2022-12-27 16:14:33.910241+00:00
1.4488961569910057,8.99063069687318,1.4488961569910057,8.99063069687318,1.4329446064139941,8.86262125903548,1223,1223,1372,aeib,2022-12-27 16:14:33.910241+00:00
2.401734104046243,11.515919568893606,2.444915254237288,11.587967841218454,2.0447957839262187,10.196578285834514,346,472,759,aeid,2022-12-27 16:14:33.910241+00:00
1.5066225165562914,8.702679721607069,1.4917127071823204,8.602909681283235,1.5801665404996215,9.241863773924866,302,362,6605,aejc,2022-12-27 16:14:33.910241+00:00
1.540096618357488,9.213549181462735,1.540096618357488,9.213549181462735,1.5390794615718628,9.155259030397307,4140,4140,4606,aekm,2022-12-27 16:14:33.910241+00:00
1.5383456759131418,9.259656018484085,1.5387125109800477,9.260504824390502,1.588901589940767,9.299804422254073,7967,7969,9623,aelv,2022-12-27 16:14:33.910241+00:00
4.0,15.581101447913094,3.899248120300752,15.062460979696953,3.8993993993993996,15.063256953168551,69,665,666,aemv,2022-12-27 16:14:33.910241+00:00
1.558281377066956,9.311356905154874,1.5506245017273452,9.2839111951527,1.5959104186952289,9.300902279959052,7378,7526,9243,aepe,2022-12-27 16:14:33.910241+00:00
1.5569861707200763,9.289318904058417,1.55735621226565,9.29032821079963,1.5946416610850636,9.320046761766926,6291,6294,7465,aepl,2022-12-27 16:14:33.910241+00:00
3.903202328966521,14.882767401054974,3.91324200913242,14.945463555981297,3.9140826873385013,14.95178955156553,1374,1533,1548,aeqh,2022-12-27 16:14:33.910241+00:00
1.478448275862069,9.035614867070628,1.478448275862069,9.035614867070628,1.459639126305793,8.883246273363676,928,928,1053,aetj,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,1.551322277005827,9.27653202131911,1.5791114575214342,9.29501061433744,0,6693,7698,aeud,2022-12-27 16:14:33.910241+00:00
1.4461538461538461,8.947784529300208,1.4461538461538461,8.947784529300208,1.425828970331588,8.777227523903857,520,520,573,aeuj,2022-12-27 16:14:33.910241+00:00
3.913929313929314,14.932003550316741,3.9165786694825764,14.977067094637862,3.840963038318074,14.789069412826972,2405,2841,2949,aeus,2022-12-27 16:14:33.910241+00:00
1.541851247377011,9.218741078161932,1.541851247377011,9.218741078161932,1.5431016489250677,9.169186702161065,4289,4289,4791,aexi,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.814814814814815,14.626934370498887,3.8509908536585367,14.81375664687838,0,27,2624,aexm,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.8861646234676006,14.928520418371372,3.9100371747211895,14.971482472706638,0,571,1345,aeyg,2022-12-27 16:14:33.910241+00:00
1.510667396061269,9.130232102933348,1.510667396061269,9.130232102933348,1.5035811311434921,9.048912822953422,3656,3656,4049,aeyz,2022-12-27 16:14:33.910241+00:00
-1.0,-1.0,3.8961201501877345,14.965943253007481,3.9139851485148514,14.94453028940268,0,799,1616,aezm,2022-12-27 16:14:33.910241+00:00
1.5514194397443128,9.270884768207562,1.551860202931229,9.27208880410323,1.5923982188295165,9.30894571468401,5319,5322,6288,afas,2022-12-27 16:14:33.910241+00:00
1.9811320754716981,10.089785455508283,2.282608695652174,10.885305432903555,1.61219946571683,9.311858672981362,53,138,6738,afbi,2022-12-27 16:14:33.910241+00:00
1.5569861707200763,9.289318904058417,1.55735621226565,9.29032821079963,1.5946959549959818,9.32026229619113,6291,6294,7466,afbl,2022-12-27 16:14:33.910241+00:00
1.4692737430167597,8.612157520080302,1.5193050193050193,8.558405201845735,1.5741871046498723,9.220221236764928,358,518,9011,afcm,2022-12-27 16:14:33.910241+00:00
1.726829268292683,9.778695400581261,1.3584474885844748,8.106097636052281,1.5823402727925342,9.246123587125679,205,438,6965,afef,2022-12-27 16:14:33.910241+00:00
1.5449095269239155,9.288324702075004,1.5451672659910647,9.289017255113595,1.6068452647612221,9.351988554018645,9174,9177,11161,afeh,2022-12-27 16:14:33.910241+00:00
1.5013477088948788,8.721712870114743,1.6044776119402986,8.828172997394404,1.5822961373390558,9.23989280645267,371,536,9320,afek,2022-12-27 16:14:33.910241+00:00
