imtype,prop_lake_500,r_500,g_500,b_500,prop_lake_1000,r_1000,g_1000,b_1000,prop_lake_2500,r_2500,g_2500,b_2500,uid,DateTime
land_sat,0.6390041493775933,208.5367965367965,192.38311688311688,170.35714285714286,0.3438224577674726,171.54046242774567,154.490366088632,136.0105973025048,0.1853970390309555,126.0589836660617,115.81246218995766,103.52782819116756,aamg,2022-12-28 15:32:34.215309+00:00
sentinel,0.0819527497304185,145.20215311004785,130.9090909090909,95.10885167464114,0.2264547907230019,152.98360476554814,126.44103180675484,91.5636681604547,0.3242098637057223,165.96790247858732,147.8011354559642,110.91422637846074,aamp,2022-12-28 15:32:41.396577+00:00
land_sat,0.2315010570824524,128.92694063926942,120.93150684931508,109.337899543379,0.2319930575643621,139.24812967581047,132.6658354114713,124.41770573566085,0.1462468839442341,124.20012626262626,117.19602272727272,108.70896464646464,aapj,2022-12-28 15:32:44.839633+00:00
land_sat,0.312984496124031,212.3250773993808,197.62229102167183,171.69040247678018,0.3718838344898483,174.4139599170698,162.61644782308224,140.69937802349688,0.3846122365459382,49.75037241966376,45.5862949563737,39.810810810810814,aaqc,2022-12-28 15:32:49.107313+00:00
sentinel,0.5688566311622207,120.47290803645402,126.5960231980116,93.0215410107705,0.3015823914336704,141.12324443743097,130.5019725422124,102.55791383935616,0.263674694873258,172.88562257628791,144.4799639801891,114.38038663200244,aaql,2022-12-28 15:32:57.255074+00:00
sentinel,0.1507026627218935,187.74478527607363,158.87116564417178,114.44171779141104,0.1078094071071731,223.24699453551912,187.02841530054644,133.71147540983603,0.3913079683265454,174.0023988702095,145.95847439592967,106.90253622487474,aaqq,2022-12-28 15:33:03.597074+00:00
land_sat,0.1092436974789916,156.8153846153846,144.53846153846155,117.66153846153846,0.3302335640138408,58.84610347085789,52.91028159790439,42.45645055664702,0.4353387188208616,55.82778546431187,50.3876454789615,41.14934483600553,aarq,2022-12-28 15:33:06.628501+00:00
sentinel,0.144122914506551,108.99149771092218,103.81491170699805,74.98037933289731,0.0893277810826888,153.84709643047415,139.02690463505593,107.4754928076718,0.0979087525421127,130.31415582379682,123.6450854365888,92.3283038093745,aauw,2022-12-28 15:33:12.914501+00:00
sentinel,0.4745970402488453,85.85163853028799,69.92234359483615,45.95551142005958,0.3757287328970851,93.89442685243826,77.81462951234958,50.870107663077896,0.3110663443459575,101.0997323201796,87.30857192199045,57.13369188449061,aauy,2022-12-28 15:33:36.059326+00:00
land_sat,0.4,39.43650793650794,63.06746031746032,20.011904761904763,0.0803312629399586,141.659793814433,114.4819587628866,69.69072164948453,0.1697877230935641,97.87537328289866,81.38323710929723,47.63129603822417,aavi,2022-12-28 15:33:40.371601+00:00
land_sat,0.3789571694599628,194.16216216216216,201.17199017199016,177.32432432432432,0.3147058823529411,159.44626168224298,165.7904984423676,145.95482866043614,0.1343827087983084,157.44172494172494,158.98164335664336,140.68939393939394,aaxb,2022-12-28 15:33:43.676786+00:00
sentinel,0.2752403846153846,101.335572724219,93.21330198186094,60.0,0.1930033373007538,120.67376058041113,107.8223700120919,77.2049576783555,0.1483985295503817,154.13054193450037,138.97248405701365,113.14698036027336,aaxc,2022-12-28 15:33:50.280110+00:00
sentinel,0.1472334810066924,83.5877080665813,80.55313700384123,50.94430217669655,0.5439857227840571,65.13564585976117,68.80324570228774,36.71794759634312,0.6378761574074074,67.10379486934619,67.15233792123766,36.77537572668346,aaxe,2022-12-28 15:33:57.885139+00:00
sentinel,0.6067027632561613,248.3054316048623,249.49330666256347,248.8687490383136,0.3939777683973547,241.54184523809525,243.2310119047619,241.2941071428572,0.3501114427108912,244.07413841472624,245.4364466216362,243.48412784048,aays,2022-12-28 15:34:05.373388+00:00
land_sat,0.4751693002257336,228.3064133016627,204.2327790973872,176.6413301662708,0.6112795633717405,215.9375,194.2247023809524,167.9766865079365,0.4485247807761252,212.42806221646143,191.299956794124,165.14376755238712,abbf,2022-12-28 15:34:10.371398+00:00
sentinel,0.1874167142585189,87.39360081259522,96.17013712544438,64.65159979685119,0.1058106169296987,93.30418079096046,98.98463276836158,67.88361581920904,0.0992964244521338,97.65330855306462,97.5685522902389,68.43439036667054,abbz,2022-12-28 15:34:17.379583+00:00
sentinel,0.2118013007823546,118.86025812194036,121.33199821984869,81.1677792612372,0.2246044021415824,126.3482360419536,116.39580464032208,85.34230321008582,0.2002851333170254,121.3319974809641,113.1657029446003,80.77643556420679,abcg,2022-12-28 15:34:24.213276+00:00
land_sat,0.0764262648008611,216.35211267605635,211.5633802816901,194.18309859154928,0.3248968363136176,195.4394580863675,193.4470787468248,181.47078746824724,0.2774761947138916,172.67559332905708,169.64288005131493,158.42318794098782,abcx,2022-12-28 15:34:27.380583+00:00
sentinel,0.3286630036630036,246.1106157704096,211.2382279186403,162.77960434661466,0.3136148272017837,240.91816633340736,202.02073613271125,155.90394727097683,0.2751375203112655,217.0214558556606,177.72230650448353,132.88991683146858,abdc,2022-12-28 15:34:35.086856+00:00
land_sat,0.5940902021772939,223.64921465968587,246.39005235602093,235.54450261780104,0.2722935779816514,213.0471698113208,198.5956873315364,174.36927223719675,0.8371373786107503,208.5859317275011,191.37756760750705,168.76680951677258,abdk,2022-12-28 15:34:39.007553+00:00
land_sat,0.2020833333333333,209.37113402061857,216.01546391752572,195.7989690721649,0.1740015263291783,175.41812865497076,179.23099415204678,161.64619883040936,0.0008383283732237,237.65,177.15,245.95,aben,2022-12-28 15:34:43.495805+00:00
sentinel,0.4907727797001153,179.57422640031336,140.9439874657266,96.8000391696044,0.3606493727098449,170.30985062575695,138.24855335755618,93.95545686986948,0.2313968083198852,143.38854168421406,123.17738321850312,84.90696224921247,abeu,2022-12-28 15:34:50.676020+00:00
land_sat,0.0193939393939393,229.3125,242.5625,213.75,0.0343170899107755,178.59,184.64,165.36,0.0367514356029532,61.51041666666666,57.552083333333336,50.680059523809526,abin,2022-12-28 15:34:54.292952+00:00
sentinel,0.129126213592233,80.703007518797,86.49624060150376,60.6203007518797,0.0838856669428334,119.12510288065845,112.96049382716048,85.70205761316872,0.1229166666666666,115.4354080615297,109.68544366899302,81.34916678535821,abit,2022-12-28 15:34:57.795953+00:00
sentinel,0.2922047318314638,53.001612903225805,67.78870967741935,38.23548387096774,0.0972768174283684,78.90652385589094,79.52921129503407,51.54746835443038,0.0715775794261482,85.91150395498222,83.8471094123268,54.09438870308436,abjj,2022-12-28 15:35:03.969952+00:00
sentinel,0.5515309932785661,180.02505077860528,150.84800270819227,117.05297901150982,0.4250973218892172,184.7716665747228,155.76730843493132,121.8238539195675,0.4029854142489817,191.9284302653868,161.6096273291925,125.45514775079992,abjq,2022-12-28 15:35:10.619738+00:00
land_sat,0.1699481865284974,172.8231707317073,164.1219512195122,142.28658536585365,0.1203807390817469,151.49767441860465,145.66744186046512,129.646511627907,0.0792998749776745,129.6677927927928,125.6480855855856,113.82601351351352,abjr,2022-12-28 15:35:13.857717+00:00
land_sat,0.5106167846309403,172.44554455445544,160.22376237623763,143.3009900990099,0.4087837837837837,169.80038143674508,158.82326764144946,142.04322949777497,0.1799589287959431,167.88984629715884,156.1597578015836,139.23986958546809,abjx,2022-12-28 15:35:17.419250+00:00
sentinel,0.2964020559680183,125.38053949903662,114.36865767501604,88.1072575465639,0.4967800845828527,112.01020605591565,98.71113475863405,74.11250846473831,0.6240092134679223,106.7546220312031,93.07620683709376,68.79018053861432,abqw,2022-12-28 15:35:24.908461+00:00
sentinel,0.0530246452576549,118.818661971831,113.86971830985917,76.58802816901408,0.0275944952398906,112.08881298035868,108.57472245943636,72.50128095644749,0.0184824200418742,92.99979440789474,97.18729440789474,62.303659539473685,abrn,2022-12-28 15:35:30.964452+00:00
land_sat,0.2186528497409326,205.3222748815166,198.4454976303317,184.11848341232223,0.2786465737844754,162.69285714285715,156.36530612244897,144.3704081632653,0.3008159079762807,111.49636875648436,107.31495479472358,98.66266488809842,absx,2022-12-28 15:35:37.246875+00:00
sentinel,0.4389765709244191,17.86377847253238,26.40821795444395,29.47632871817776,0.451061524062854,17.82428743038113,26.21944960139784,29.33329693130938,0.4599653077550632,18.51947582311613,26.476684116269457,29.64918549386968,abua,2022-12-28 15:35:44.089399+00:00
sentinel,0.713965646004481,157.2770658995816,127.3665010460251,101.35316422594144,0.697655695003552,159.3279818070735,127.55624193876858,101.34437580612314,0.6105628654970761,163.31373466028134,131.17790955801655,102.74128255013468,abui,2022-12-28 15:35:51.779737+00:00
land_sat,0.2867924528301886,224.9429824561404,228.0833333333333,203.75,0.2607155508324477,210.8152173913044,214.8695652173913,192.0,0.2849654249386572,152.31956947162428,154.78375733855185,137.80880626223092,abvn,2022-12-28 15:35:55.928871+00:00
land_sat,0.1047619047619047,223.77272727272728,213.22727272727272,191.4090909090909,0.0752521334367726,215.97938144329896,206.41237113402065,185.5979381443299,0.0708193041526374,197.8874801901744,188.39778129952447,169.3660855784469,abvy,2022-12-28 15:35:59.765040+00:00
land_sat,0.122051282051282,199.1428571428572,198.8655462184874,203.7563025210084,0.1530557057869118,185.565371024735,185.8233215547704,190.3745583038869,0.0651300392988033,197.63186440677967,155.8562711864407,255.0,abwl,2022-12-28 15:36:03.204817+00:00
sentinel,0.3166761850371216,102.9287646528404,84.85813044785091,55.871355575593626,0.2139167862266858,109.14542812430136,93.50190029063268,62.29666890230271,0.177277970011534,109.3364779874214,96.42578616352202,65.41054001301237,abxl,2022-12-28 15:36:09.693567+00:00
sentinel,0.4735601847487982,86.19804936305732,69.87519904458598,45.96695859872612,0.3770136823319452,93.9229992426155,77.77997980308002,50.89901540015148,0.3085274642790124,101.33537728237528,87.54124101634746,57.30929831312141,abzb,2022-12-28 15:36:15.963569+00:00
sentinel,0.672568056348753,121.0999150863289,94.71695442966318,61.24525898669686,0.5473615916955017,130.02221344220553,100.36660959655823,65.61359146582379,0.4128237059496921,139.9845142070206,106.14699792960664,71.01695661542209,acbt,2022-12-28 15:36:23.009755+00:00
sentinel,0.2545008954661136,140.44185185185185,124.95037037037036,95.08296296296297,0.214136869524035,167.96173836116333,153.00641380072986,126.77441114674332,0.2091102600097656,185.95948337194665,167.22901654596205,141.20334932593903,accd,2022-12-28 15:36:28.734756+00:00
sentinel,0.176265435008012,72.77754010695188,53.89625668449198,29.19839572192513,0.1690578670492587,77.68712871287129,60.48585572842999,33.86902404526167,0.1688927335640138,88.48790093104783,71.2921532472854,41.9464135309249,acck,2022-12-28 15:36:34.756914+00:00
sentinel,0.2475256857385239,119.76389946686976,105.18392993145468,82.47182025894897,0.4778725610330851,127.666600917205,110.08994526357316,86.97702056314414,0.4043637358503471,149.22268267929635,123.90852879266276,98.24003909186588,acex,2022-12-28 15:36:41.961931+00:00
sentinel,0.2498821755113582,121.12146359864202,114.95209354960392,81.14107883817428,0.2143232902917264,95.92178957938192,100.76983152962178,69.01048755996877,0.1811267573270629,95.90261332882274,100.79772073748308,69.48720822056833,acgm,2022-12-28 15:36:49.259309+00:00
sentinel,0.1319634272787256,161.29071428571427,136.955,101.915,0.1794170136823319,176.1794429708223,146.94549071618036,109.54310344827586,0.2214981347847358,177.2315576952943,142.98491829304066,106.28042656727236,acix,2022-12-28 15:36:56.062122+00:00
sentinel,0.2530757400999615,224.18609950626663,184.3144701860995,139.56589441701482,0.3636297127249671,225.95352424384683,179.22486754744818,129.1867748641942,0.3833796423120573,215.496708007962,169.88507119889758,119.35396315010463,acje,2022-12-28 15:37:02.074122+00:00
land_sat,0.0597826086956521,211.12727272727275,202.3090909090909,182.5818181818182,0.0393890675241157,177.2925170068027,166.87074829931973,150.08163265306123,0.1062782654961426,121.51564455569462,116.99582811848144,105.38423028785982,ackq,2022-12-28 15:37:05.597395+00:00
sentinel,0.3833210059171598,28.779546550892427,33.167872648335745,36.7836468885673,0.4796144600807486,28.70711887499392,33.010753734611455,36.63218334874215,0.4173226575502676,28.724045630108687,32.9974759723345,36.66476241803647,ackx,2022-12-28 15:37:11.550395+00:00
sentinel,0.3923144789726497,231.68965517241372,235.5822088955522,231.71614192903547,0.2600430682408851,224.4792499524081,227.2907862173996,222.46049876261185,0.2138458119712385,219.5418073854148,218.3233067359436,209.4797179439599,aclb,2022-12-28 15:37:19.376825+00:00
sentinel,0.0349865436370626,115.75549450549453,88.88736263736264,63.1456043956044,0.1008025759323337,118.39308700834329,93.24052443384984,66.13802145411204,0.1674663590926566,68.94526837779513,85.01356811607512,50.4088112401855,acld,2022-12-28 15:37:25.756628+00:00
land_sat,0.6115555555555555,208.2906976744186,201.07703488372093,183.4970930232558,0.4571559843785894,170.4964824120603,163.76683417085428,149.04020100502512,0.3877483199172882,126.223597752595,119.10579944767166,107.20674221502712,acmt,2022-12-28 15:37:30.620862+00:00
sentinel,0.3740868896578239,166.44270298047277,135.74383350462486,109.09095580678314,0.363245892887476,175.55868795510722,138.88208965194735,111.92163805197409,0.3180294958521458,187.7998698220492,146.7088557849362,116.48687781694032,acpk,2022-12-28 15:37:37.706201+00:00
land_sat,0.3791666666666666,227.05494505494505,213.4835164835165,200.985347985348,0.4041501976284585,210.31132844335772,197.51507742461288,186.3243683781581,0.1162062716239222,49.003780718336486,45.52788279773157,41.53071833648393,acqj,2022-12-28 15:37:40.861098+00:00
sentinel,0.664382257757472,196.4077363896848,152.82535816618912,110.34126074498568,0.50181731229077,192.1639664538264,151.28552368245496,110.08801105498904,0.5538754325259515,192.5897419878803,149.69076723377967,111.664091404455,acqu,2022-12-28 15:37:47.441657+00:00
land_sat,0.7519650655021834,196.9547038327526,209.74564459930315,199.732868757259,0.5738597685500341,183.8995650454725,195.6492684855674,186.03044681692367,0.2523991629987733,176.64165237278445,188.07875929102343,178.43467695826186,actk,2022-12-28 15:37:51.585684+00:00
sentinel,0.2059784698193002,116.68782081194588,109.20998600093328,86.44190387307513,0.2268598615916955,117.97987501324012,112.50884440207604,88.74176464357589,0.2630573545170759,133.58672806706812,122.3489786279372,96.61725115125752,actx,2022-12-28 15:37:58.727871+00:00
land_sat,0.6505747126436782,196.32508833922265,181.356890459364,164.85689045936397,0.7532704593854579,185.8836833602585,171.58279483037157,156.5525040387722,0.8327498644051082,158.11113742672745,144.9645923382083,131.5662265379833,acuf,2022-12-28 15:38:02.111957+00:00
land_sat,0.2439516129032258,202.01239669421489,214.5082644628099,196.1404958677686,0.2006420545746388,200.50933333333333,210.7973333333333,194.02133333333333,0.0231990754611993,173.89114391143912,171.5461254612546,159.33763837638375,acwc,2022-12-28 15:38:05.771854+00:00
sentinel,0.3675994669712545,76.41869497669602,71.27291558777836,47.15147591921284,0.397395232602845,76.21550368847502,71.27101221429436,46.983311162171965,0.3200115340253748,81.93026971826755,74.25199735688112,50.82877395326485,acwk,2022-12-28 15:38:13.844977+00:00
land_sat,0.2514688601645123,206.8271028037383,189.05607476635515,170.06542056074767,0.2656755009696186,49.40510948905109,45.030413625304135,39.6654501216545,0.4082153399709811,47.05147689667852,43.00196102463537,38.23667116068145,acwm,2022-12-28 15:38:17.553383+00:00
land_sat,0.3119047619047619,172.3409669211196,149.84223918575063,109.70737913486003,0.3552795031055901,160.65151515151516,139.94055944055944,104.72902097902096,0.3890906599054341,151.63191264529763,143.35408594575554,131.29455794293764,acwx,2022-12-28 15:38:20.519397+00:00
sentinel,0.4508136094674556,4.198318293683347,10.580803937653815,15.695036915504511,0.468435669443861,4.286966919091271,10.516141889198884,15.730071741729772,0.5049218058866748,4.467019057305548,10.446469535779777,15.287529974238858,acwy,2022-12-28 15:38:26.873395+00:00
sentinel,0.5313413139786973,71.1190349476672,52.5086038673053,38.25971261309207,0.3991433670434265,73.02837725050674,55.56033146536306,40.11756289495648,0.2800081188414566,82.73044203731058,65.61831883582254,46.73532468953444,acyg,2022-12-28 15:38:33.110396+00:00
land_sat,0.1453175457481162,228.9185185185185,223.25185185185185,204.3481481481481,0.2999721990547678,207.1492122335496,203.8211306765524,185.164967562558,0.0574478451521459,162.7555898226677,141.98843484965303,121.1757902852737,acyk,2022-12-28 15:38:36.386463+00:00
land_sat,0.0170454545454545,217.0555555555556,222.27777777777777,204.3333333333333,0.0400476758045292,179.4047619047619,181.05357142857144,164.57738095238096,0.1616358697731359,150.97538461538463,154.85704142011835,136.85349112426036,aczv,2022-12-28 15:38:39.525256+00:00
sentinel,0.1003547423450336,207.43627906976744,190.90511627906977,134.16744186046512,0.1771373362239608,161.0709059465212,155.63110283357722,115.89942796328324,0.1949508101851851,146.8864564007421,145.00951078996192,103.54227126257202,aczx,2022-12-28 15:38:46.503223+00:00
sentinel,0.6542418947777131,3.2323442136498515,12.7446587537092,18.522700296735906,0.4813802275749963,3.1718086467127145,12.952775645945254,18.631772831926323,0.2785201143735198,3.181634626322375,13.62214196337163,18.861776248435906,adau,2022-12-28 15:38:52.385224+00:00
sentinel,0.0750672818146866,123.02048655569784,105.15364916773368,65.34443021766965,0.1287004998077662,133.82188200149366,107.59839432412248,67.22087378640776,0.1076124567474048,101.99085387638442,95.48749553411932,62.0470525187567,adef,2022-12-28 15:38:58.080223+00:00
land_sat,0.1495422177009155,170.6326530612245,162.14965986394557,145.64625850340136,0.2080312325711098,151.15549597855227,144.32975871313673,129.59785522788204,0.0021854511395566,247.9387755102041,230.59183673469389,251.3061224489796,adfl,2022-12-28 15:39:01.263661+00:00
land_sat,0.3091603053435114,228.12345679012347,218.6697530864197,206.5895061728395,0.3324711968022572,198.6768033946252,188.41159830268745,176.52970297029702,0.2411240892795189,151.15907274180657,142.3611510791367,130.95811350919266,adhj,2022-12-28 15:39:05.707718+00:00
sentinel,0.0144679230915667,117.41447368421052,96.03289473684212,76.16447368421052,0.0130396986380759,89.4962962962963,77.75555555555556,59.138888888888886,0.3324252898505797,39.5857763996876,52.78875587210183,40.79505053213191,adjx,2022-12-28 15:39:11.614718+00:00
sentinel,0.5383681852128454,4.785677128489683,14.384775446505982,22.3592855904283,0.4110660759732302,4.797179545975694,13.89755789956432,22.344932354964456,0.5437812805175781,4.785070396845997,14.3312194403328,22.33786978512652,admd,2022-12-28 15:39:17.442718+00:00
sentinel,0.0321294559099437,130.25547445255475,125.04379562043796,93.1970802919708,0.0799201848351186,213.0597897503285,219.09001314060447,203.7030223390276,0.0522948496072796,213.07816711590297,217.7283617849656,204.31476489967056,admk,2022-12-28 15:39:20.785719+00:00
land_sat,0.1169082125603864,192.1818181818182,194.71074380165288,176.61157024793388,0.1473960821786908,195.41329011345212,199.12155591572125,179.55591572123177,0.0492774958354317,147.03380503144655,145.125786163522,128.98899371069183,admo,2022-12-28 15:39:23.856841+00:00
sentinel,0.3018275271273558,80.71460107221696,71.19741406496374,37.89467045096184,0.2362027737924438,80.94239724640616,66.33994735776473,36.25521360599311,0.2258831233868793,84.38141446526937,64.18783362041032,37.69333356072104,adow,2022-12-28 15:39:30.734745+00:00
land_sat,0.3345008756567426,203.11256544502612,209.13874345549732,185.8455497382199,0.2962204007285974,202.42505764796311,206.84396617986164,183.07763259031515,0.1678278087415664,134.77255844439588,136.73410530915447,120.96307625081931,adqc,2022-12-28 15:39:33.863248+00:00
sentinel,0.1071731548685078,136.532981530343,102.62005277044857,66.81706244503079,0.1181201665675193,145.2411361804996,110.77417405318292,74.7475825946817,0.1555830438762106,135.29079899571704,110.42219268448775,84.36936936936937,adsv,2022-12-28 15:39:40.588517+00:00
land_sat,0.1979166666666666,230.2918660287081,223.31578947368425,209.1196172248804,0.2608695652173913,173.20224719101122,165.77247191011236,154.94850187265916,0.3030862463378416,143.43922139830508,135.81806144067798,126.74404131355932,adtv,2022-12-28 15:39:43.464518+00:00
sentinel,0.264869450466585,215.76405693950176,212.2281138790036,198.06725978647688,0.2976561570493753,230.23143336797503,229.07818370773043,216.9964025901351,0.239501953125,213.1669215086646,206.884875127421,188.29826070336392,aduy,2022-12-28 15:39:49.718517+00:00
land_sat,0.6067307692307692,229.5736925515056,238.2931854199683,249.13470681458003,0.6304347826086957,229.49631925610228,238.3359163115072,249.09414955443623,0.5583643423394272,226.28634552698296,234.2930097790656,244.40420137631293,advr,2022-12-28 15:39:52.711029+00:00
sentinel,0.0656989348666226,132.2941176470588,110.96269727403156,69.60114777618364,0.0935395597858417,111.7252607479013,105.19791401678962,75.95293818366828,0.1109034986543637,104.62376066005686,104.36154059488317,77.56610968591832,adwf,2022-12-28 15:39:58.474030+00:00
land_sat,0.2622504537205081,204.86851211072664,197.85813148788927,176.1038062283737,0.2160756501182033,193.9091903719913,192.2297592997812,171.13347921225383,0.128059758666922,161.84893807956925,163.29733772061024,146.60245288662878,adwl,2022-12-28 15:40:02.084184+00:00
sentinel,0.3159555288461538,244.3761293390395,219.83119353304804,177.74940561103185,0.4648374841705361,224.3318198329096,192.72348347257537,147.87168543407194,0.4014000304354442,213.77334272097053,180.8028596187175,136.60709127671865,adxl,2022-12-28 15:40:06.268183+00:00
land_sat,0.0490633363068688,210.76363636363635,216.23636363636365,198.01818181818183,0.0509353166553977,151.09734513274336,152.71681415929203,139.59734513274336,0.0318767383984775,143.36394948335246,146.7726750861079,133.38117106773822,adxo,2022-12-28 15:40:10.249688+00:00
sentinel,0.1349887976101568,202.65836791148,172.62448132780082,117.79737206085754,0.1194033367895183,175.90882178804026,155.25182553779356,109.28695480560488,0.16312591374269,191.16493955094992,174.33405685478223,138.27603510246,aeaj,2022-12-28 15:40:17.559316+00:00
land_sat,0.1322448979591836,129.09259259259258,124.71604938271604,58.67283950617284,0.1274942239025414,115.17627677100494,120.56177924217462,55.92586490939045,0.1851110804470815,170.4903093551994,172.67834513604174,151.7053671263511,aebg,2022-12-28 15:40:21.139585+00:00
land_sat,0.2847682119205298,104.32093023255814,92.7906976744186,81.15813953488372,0.0839807621161672,102.70925110132158,91.51101321585904,80.05726872246696,0.2076608187134503,53.793297662630245,49.53815826527739,44.40918051253168,aecj,2022-12-28 15:40:25.250526+00:00
sentinel,0.5862003958902818,51.89242643511819,54.4187168355041,32.22399099533687,0.4765258774538964,58.35009487666034,60.02841306301808,35.159242984120645,0.3035082234239241,73.3750763048123,75.51270475124632,42.11881931020449,aeco,2022-12-28 15:40:32.278168+00:00
sentinel,0.1294184183240644,201.34741442097595,199.6416605972324,185.80772032046613,0.0665080309339678,180.8912343470483,183.6107334525939,168.1320214669052,0.0332562887630494,181.31020502722112,186.3516738097996,172.32178848604192,aecy,2022-12-28 15:40:38.936065+00:00
sentinel,0.6248468281647658,152.93166390104088,108.8895761049932,75.10604917785489,0.5972702806612841,155.94850337946573,110.59671709044092,75.17601383971677,0.4855324875048058,171.0792797358398,121.36076555781672,82.70871902887866,aedy,2022-12-28 15:40:45.006066+00:00
sentinel,0.1079272315958148,134.13799126637554,140.72751091703057,114.16069868995632,0.1785512300876614,144.82354493863008,147.93665038933614,119.16721657648144,0.2013611025614719,189.09341032608697,185.2770606884058,162.18283891908212,aeea,2022-12-28 15:40:51.485066+00:00
sentinel,0.2257281553398058,70.74193548387096,76.06451612903226,53.064516129032256,0.7895851721094439,35.345964676950594,59.27330650570087,32.643080706460985,0.0770680022757585,111.46774779135907,111.67675178506596,75.76909112912986,aefb,2022-12-28 15:40:54.341066+00:00
land_sat,0.2936507936507936,97.98378378378378,92.5972972972973,49.74864864864865,0.2886128364389234,92.02080344332856,83.50286944045911,46.63988522238164,0.1709166326669386,64.48935746966382,58.849413168888006,33.20091505868311,aeid,2022-12-28 15:40:58.483503+00:00
sentinel,0.8037714712471994,41.36945412311266,95.69500580720091,47.86376306620209,0.6714421027705423,44.67614177393758,96.82518074413684,48.947875154293776,0.3522945331707002,48.82548294198224,94.79116197297034,49.16799154379645,aejc,2022-12-28 15:41:04.546033+00:00
land_sat,0.0929824561403508,214.9811320754717,227.4339622641509,202.74528301886792,0.1793465844185515,178.6968152866242,188.1350318471337,166.6267515923567,0.1395479170558565,159.0562248995984,167.7309236947791,148.0152610441767,aepl,2022-12-28 15:41:06.886033+00:00
land_sat,0.4045714285714286,208.6045197740113,193.22033898305085,173.14689265536722,0.3796296296296296,206.47128245476003,191.9811172305272,172.32415420928402,0.36997542997543,178.5809536459025,165.23947403373623,148.1988311860805,aeqh,2022-12-28 15:41:10.886419+00:00
sentinel,0.381305920426423,105.80454318522216,97.02246630054915,75.33949076385422,0.261142993782879,145.348960717883,134.1312150901932,115.80642798278546,0.1736469047343888,143.34376733145507,130.76103112452026,111.50677729218891,aeud,2022-12-28 15:41:18.793907+00:00
sentinel,0.1733433876896974,136.2093529091898,114.80641653072324,86.38499184339315,0.2753508266051518,123.6634086744044,102.37594903569249,78.8427436949123,0.1669284895457405,157.39742878283388,134.51907602663707,107.09033943766184,aeus,2022-12-28 15:41:25.977653+00:00
sentinel,0.2013683431952662,181.6386593204775,158.77272727272728,129.75757575757575,0.1842716462281679,210.8967733803882,193.5875976808672,168.3219057222082,0.2336826953353425,193.767212062881,171.72813602823229,143.08973371831888,aexm,2022-12-28 15:41:32.777877+00:00
land_sat,0.080091533180778,193.68571428571428,182.3,162.17142857142858,0.0056116722783389,255.0,229.4,255.0,0.0067454410122813,164.05517241379312,126.99310344827586,236.0344827586207,aeyg,2022-12-28 15:41:36.217028+00:00
